words-tagged
Token,Is medical,Is medical,Token issues,Authorities,Ingredients,Ailments,Body Parts,Treatments
1938,,,,,,,,
196,,,,,,,,
1961,,,,,,,,
1963,,,,,,,,
1964,,,,,,,,
1965,,,,,,,,
1974,,,,,,,,
1978,,,,,,,,
1984,,,,,,,,
1987,,,,,,,,
1994,,,,,,,,
1997,,,,,,,,
1:1,,,,,,,,
1:1-4,,,,,,,,
1:1-8,,,,,,,,
1:14,,,,,,,,
1:6,,,,,,,,
1r,,,,,,,,
1r-v,,,,,,,,
1st,,,,,,,,
1v,,,,,,,,
1v-2,,,,,,,,
1v-2v,,,,,,,,
2,,,,,,,,
2-,,,,,,,,
2-3,,,,,,,,
20,,,,,,,,
2009,,,,,,,,
201,,,,,,,,
203-204,,,,,,,,
204,,,,,,,,
207,,,,,,,,
21,,,,,,,,
21-23,,,,,,,,
211,,,,,,,,
211-215,,,,,,,,
216,,,,,,,,
216-256,,,,,,,,
217-218,,,,,,,,
22,,,,,,,,
22-24,,,,,,,,
22-28,,,,,,,,
22-29,,,,,,,,
221-223,,,,,,,,
222,,,,,,,,
23,,,,,,,,
23-24,,,,,,,,
23-25,,,,,,,,
23-25.,,,,,,,,
230-232,,,,,,,,
24,,,,,,,,
24-ii,,,,,,,,
240,,,,,,,,
240-242,,,,,,,,
244-247,,,,,,,,
248-249,,,,,,,,
24th,,,,,,,,
25,,,,,,,,
25-26,,,,,,,,
25-29,,,,,,,,
25-ii,,,,,,,,
26,,,,,,,,
26-27,,,,,,,,
267-272,,,,,,,,
27,,,,,,,,
27-29,,,,,,,,
27-30,,,,,,,,
27-35,,,,,,,,
27-40,,,,,,,,
278,,,,,,,,
28,,,,,,,,
28-31,,,,,,,,
288f,,,,,,,,
289-291,,,,,,,,
29,,,,,,,,
29-30,,,,,,,,
29-31,,,,,,,,
29-32,,,,,,,,
29-33,,,,,,,,
291,,,,,,,,
293-295,,,,,,,,
294,,,,,,,,
294-296,,,,,,,,
299-313,,,,,,,,
2nd,,,,,,,,
2r,,,,,,,,
2r-v,,,,,,,,
2v,,,,,,,,
3,,,,,,,,
3-6,,,,,,,,
3-7,,,,,,,,
30,,,,,,,,
30-31,,,,,,,,
301-304,,,,,,,,
302-303,,,,,,,,
302-304,,,,,,,,
304-305,,,,,,,,
30b,,,,,,,,
31,,,,,,,,
31-32,,,,,,,,
317,,,,,,,,
319-320,,,,,,,,
31:50-54,,,,,,,,
32,,,,,,,,
32-33,,,,,,,,
32-35,,,,,,,,
32-48,,,,,,,,
323,,,,,,,,
325,,,,,,,,
33,,,,,,,,
33-35,,,,,,,,
331,,,,,,,,
332,,,,,,,,
34-36,,,,,,,,
341,,,,,,,,
341-342,,,,,,,,
342-344,,,,,,,,
342-43,,,,,,,,
345,,,,,,,,
347,,,,,,,,
350-355,,,,,,,,
36-38,,,,,,,,
36-40,,,,,,,,
36-46,,,,,,,,
364-8,,,,,,,,
368-9,,,,,,,,
36:15,,,,,,,,
36:20-23,,,,,,,,
36:6-9,,,,,,,,
37-39,,,,,,,,
37:11,,,,,,,,
39,,,,,,,,
39-41,,,,,,,,
39-42,,,,,,,,
39-45,,,,,,,,
3:1,,,,,,,,
3:4,,,,,,,,
4,,,,,,,,
4-5,,,,,,,,
40,,,,,,,,
405,,,,,,,,
41,,,,,,,,
42,,,,,,,,
43-44,,,,,,,,
43-48,,,,,,,,
4472,,,,,,,,
45-46,,,,,,,,
46,,,,,,,,
46-47,,,,,,,,
47,,,,,,,,
47-48,,,,,,,,
48,,,,,,,,
48-49,,,,,,,,
48-50,,,,,,,,
48-51,,,,,,,,
49-55,,,,,,,,
4918,,,,,,,,
5,,,,,,,,
5-6,,,,,,,,
5-7,,,,,,,,
5.5-9,,,,,,,,
50,,,,,,,,
50-51,,,,,,,,
51,,,,,,,,
51-52,,,,,,,,
51-55,,,,,,,,
54,,,,,,,,
54-57,,,,,,,,
54-58,,,,,,,,
55,,,,,,,,
55-57,,,,,,,,
56,,,,,,,,
56-61,,,,,,,,
57,,,,,,,,
57-59,,,,,,,,
57-61,,,,,,,,
58-59,,,,,,,,
59,,,,,,,,
59-60,,,,,,,,
59:20-21,,,,,,,,
5:23-26,,,,,,,,
6,,,,,,,,
6-11,,,,,,,,
6-7,,,,,,,,
6-8,,,,,,,,
6.87,,,,,,,,
61,,,,,,,,
62,,,,,,,,
63-64,,,,,,,,
64,,,,,,,,
648,,,,,,,,
65,,,,,,,,
66,,,,,,,,
66-67,,,,,,,,
66-68,,,,,,,,
66-69,,,,,,,,
69-70,,,,,,,,
69-71,,,,,,,,
7,,,,,,,,
7-8,,,,,,,,
70,,,,,,,,
73,,,,,,,,
73-76,,,,,,,,
73-78,,,,,,,,
74,,,,,,,,
75-86,,,,,,,,
75ff,,,,,,,,
79-80,,,,,,,,
7:29,,,,,,,,
8,,,,,,,,
85,,,,,,,,
86-89,,,,,,,,
864,,,,,,,,
87-89,,,,,,,,
89:16-89:25,,,,,,,,
89:25-31,,,,,,,,
8th,,,,,,,,
9,,,,,,,,
9-10,,,,,,,,
9-11,,,,,,,,
90,,,,,,,,
90-91,,,,,,,,
90.72,,,,,,,,
913,,,,,,,,
93,,,,,,,,
93-94,,,,,,,,
932,,,,,,,,
94,,,,,,,,
96-100,,,,,,,,
96-97,,,,,,,,
96-99,,,,,,,,
97,,,,,,,,
9:3,,,,,,,,
9th,,,,,,,,
9th-century,,,,,,,,
:,,,,,,,,
;,,,,,,,,
=,,,,,,,,
1140,,,,,,,,
?,,,,,,,,
[,,,,,,,,
],,,,,,,,
a,,,,,,,,
aaron,,,,,,,,
abbasids,,,,,,,,
abbreviation,,,,,,,,
abbās,,,,,,,,
abcess,x,,,,,x,,
abcesses,x,,,,,x,,
abdomen,x,,,,,,x,
abdominal,x,,,,,,x,
able,,,,,,,,
abnormal,,,,,,x,,
abnormality,,,,,,x,,
abortifacient,,,,,,,,x
abortion,x,,,,,,,x
abortive,x,,,,,x,,
about,,,,,,,,
above,,,,,,,,
abraham,,,,,,,,
abridged,,,,,,,,
abridgement,,,,,,,,
abrotanum,,,,,x,,,
abscess,x,,,,,x,,
absentmindedness,,,,,,x,,
absinth,x,,,,x,,,
absorption,x,,,,,,,
abundance,,,,,,,,
abī,,,,,,,,
abū,,,,,,,,
acacia,x,,,,x,,,
accept,,,,,,,,
accident,x,,,,,x,,
accompanied,,,,,,,,
accompany,,,,,,,,
according,,,,,,,,
account,,,,,,,,
accumulated,,,,,,,,
accumulation,,,,,,,,
ache,x,,,,,x,,
acidity,x,,,,,,,
acne,x,,,,,x,,
acorn,x,,,,x,,,
acre,,,,,,,,
acrostic,,,,,,,,
act,,,,,,,,
action,,,,,,,,
active,,,,,,,,
activity,,,,,,,,
acute,,,,,,x,,
ad,,,,,,,,
added,,,,,,,,
addendum,,,,,,,,
adding,,,,,,,,
addition,,,,,,,,
address,,,,,,,,
addressee,,,,,,,,
addressing,,,,,,,,
administered,,,,,,,,
administration,,,,,,,,
administrative,,,,,,,,
adult,x,,,,,,,
adulterated,,,,,,,,
advice,,,,,,,,
advised,,,,,,,,
advises,,,,,,,,
advising,,,,,,,,
aesculapius,,,,x,,,,
affect,,,,,,,,
affected,,,,,,,,
affecting,,,,,,,,
affectis,,,,x,,,,
afflicted,,,,,,x,,
aforementioned,,,,,,,,
african,,,,,,,,
after,,,,,,,,
agains,,,,,,,,
against,,,,,,,,
agaric,,,,,x,,,
age,,,,,,x,,
aged,,,,,,x,,
agent,,,,,x,,,
agrees,,,,,,,,
aid,,,,,,,,x
aiding,,,,,,,,
ailing,,,,,,x,,
ailment,x,,,,,x,,
aim,,,,,,,,
aimed,,,,,,,,
air,x,,,,x,,,
aka,,,,,,,,
al-,,,,,,,,
al-adawiya,,,,,,,,
al-anbā,,,,,,,,
al-awwal,,,,,,,,
al-aḡḏiyah,,,,,,,,
al-aṭibbāʾ,,,,,,,,
al-bayān,,,,,,,,
al-bayṭār,,,,,,,,
al-bayṯar,,,,,,,,
al-bazzāz,,,,,,,,
al-baʿalbakī,,,,,,,,
al-baṣrī,,,,,,,,
al-burʾ,,,,,,,,
al-bīmārīstānī,,,,,,,,
al-darz,,,,,,,,
al-dawla,,,,,,,,
al-dimašqī,,,,,,,,
al-dustūr,,,,,,,,
al-dīn,,,,,,,,
al-fināʾ,,,,,,,,
al-hamdānī,,,,,,,,
al-hawī,,,,,,,,
al-insān,,,,,,,,
al-irshād,,,,,,,,
al-ishārāt,,,,,,,,
al-isrāʾilī,,,,,,,,
al-isrāʾīlī,,,,,,,,
al-iʿtidāl,,,,,,,,
al-iʿtimād,,,,,,,,
al-iḵtilājāt,,,,,,,,
al-jamīʿ,,,,,,,,
al-jawharī,,,,,,,,
al-jazzār,,,,,,,,
al-jāmiʿ,,,,,,,,
al-kadar,,,,,,,,
al-kaḥḥalīn,,,,x,,,,
al-kaḥḥlīn,,,,x,,,,
al-kaḥḥāl,,,,x,,,,
al-kaḥḥālīn,,,,x,,,,
al-kindī,,,,x,,,,
al-kākinj,,,,,,,,
al-kāmil,,,,,,,,
al-lawz,,,,,,,,
al-ma,,,,,,,,
al-madḵal,,,,,,,,
al-majūsī,,,,,,,,
al-mamlūk,,,,,,,,
al-maqāla,,,,,,,,
al-masā,,,,,,,,
al-masāʾil,,,,,,,,
al-masʿūdī,,,,,,,,
al-maʾmūn,,,,,,,,
al-maʿrifa,,,,,,,,
al-maʿrūf,,,,,,,,
al-maʿārif,,,,,,,,
al-maḥalla,,,,,,,,
al-mirra,,,,,,,,
al-mudḵal,,,,,,,,
al-mufradāt,,,,,,,,
al-muršid,,,,,,,,
al-musāfir,,,,,,,,
al-mutaṭabbib,,,,,,,,
al-muʾminīn,,,,,,,,
al-muḡnī,,,,,,,,
al-māwardī,,,,,,,,
al-nafs,,,,,,,,
al-nafīs,,,,,,,,
al-našīlī,,,,,,,,
al-naʿīm,,,,,,,,
al-qanūn,,,,,,,,
al-qufāʿī,,,,,,,,
al-quwab,,,,,,,,
al-qādir,,,,,,,,
al-qārūrāh,,,,,,,,
al-qāsim,,,,,,,,
al-rašīd,,,,,,,,
al-raʾīs,,,,,,,,
al-raṣīfa,,,,,,,,
al-riḍā,,,,,,,,
al-rāzī,,,,,,,,
al-sawdāʾ,,,,,,,,
al-sināʿa,,,,,,,,
al-sumūm,,,,,,,,
al-tasrīf,,,,,,,,
al-taysīr,,,,,,,,
al-taṣrīf,,,,,,,,
al-tilmīḏ,,,,,,,,
al-tirmiḏī,,,,,,,,
al-umm,,,,,,,,
al-ummī,,,,,,,,
al-yahūdī,,,,,,,,
al-zahrāwī,,,,,,,,
al-šaykh,,,,,,,,
al-šayḵ,,,,,,,,
al-šuhrawardī,,,,,,,,
al-ʾasrār,,,,,,,,
al-ʿabd,,,,,,,,
al-ʿaṭṭār,,,,,,,,
al-ʿiṭr,,,,,,,,
al-ʿutruš,,,,,,,,
al-ʿuṣfūr,,,,,,,,
al-ḏahabī,,,,,,,,
al-ḡazz,,,,,,,,
al-ḥakīm,,,,,,,,
al-ḥarīrī,,,,,,,,
al-ḥasan,,,,,,,,
al-ḥikma,,,,,,,,
al-ḥummayāt,,,,,,,,
al-ḥāniyah,,,,,,,,
al-ḥāwī,,,,,,,,
al-ḥāḍir,,,,,,,,
al-ṣafā,,,,,,,,
al-ṣawm,,,,,,,,
al-ṣaydalānī,,,,,,,,
al-ṣinā,,,,,,,,
al-ṣināʿa,,,,,,,,
al-ṣināʿat,,,,,,,,
al-ṣāīḡ,,,,,,,,
al-ṣāʾiḡ,,,,,,,,
al-ṭabarī,,,,,,,,
al-ṭabīb,,,,,,,,
al-ṭibb,,,,,,,,
al-ṭibbiyya,,,,,,,,
al-ṯaʿlab,,,,,,,,
alarm,,,,,,,,
albeit,,,,,,,,
albulqašin,,,,,,,,
alchemical,x,,,,,,,x
alchemist,x,,,x,,,,
alcoholic,x,,,,,x,,
alcoholism,x,,,,,x,,
aldabi,,,,,,,,
aleppo,,,,,,,,
alexander,,,,,,,,
alexandria,,,,,,,,
alif,,,,,,,,
alignment,,,,,,x,,
alimentation,,,,,,x,,
alimentorum,,,,,,,,
alkekengi,,,,,,,,
all,,,,,,,,
allah,,,,,,,,
alleviated,,,,,,,,x
alleviating,,,,,,,,x
allow,,,,,,,,
allāh,,,,x,,,,
almond,x,,,,x,,,
almost,,,,,,,,
aloe,x,,,,x,,,
aloe-wood,x,,,,x,,,
along,,,,,,,,
alopecia,x,,,,,x,,
alphabet,,,,,,,,
alphabetic,,,,,,,,
alphabetical,,,,,,,,
alphabetically,,,,,,,,
also,,,,,,,,
alteration,,,,,,,,
alternating,,,,,,,,
althea,,,,,x,,,
alum,x,,,,x,,,
alī,,,,,,,,
amber,x,,,,x,,,
ambergris,x,,,,x,,,
amenorrhoea,x,,,,,x,,
ammonia,x,,,,x,,,
ammoniac,x,,,,x,,,
amnesia,x,,,,,x,,
amomum,x,,,,x,,,
among,,,,,,,,
amount,,,,,,,,
amulet,,,,,,,,x
amīn,,,,,,,,
amīr,,,,,,,,
an,,,,,,,,
anachroid,,,,,,,x,
anal,x,,,,,,x,
analysis,,,,,,,,
anaphrodisiac,x,,,,,,,x
anarcardium,x,,,,x,,,
anasarca,x,,,,x,,,
anatomical,x,,,,,,x,
anatomy,x,,,,,,x,
anchusa,x,,,,x,,,
ancient,,,,,,,,
and,,,,,,,,
andara,,,,,x,,,
andarani,,,,,,,,
andarānī,,,,,,,,
anemone,,,,,x,,,
angel,,,,,,,,
anguish,x,,,,,x,,
anima,x,,,x,,,,
animal,x,,,,,,,
anise,x,,,,x,,,
aniseed,x,,,,x,,,
anorectal,x,,,,,x,,
another,,,,,,,,
answer,,,,,,,,
anterior,x,,,,,,,
anthony,,,,,,,,
antihemorrhagic,x,,,,x,,,
antimony,x,,,,x,,,
antipyretic,x,,,,x,,,
anus,x,,,,,,x,
anxiety,x,,,,,x,,
any,,,,,,,,
aperient,x,,,,,,,x
aphasia,x,,,,,x,,
aphorism,x,,,,,,,
aphrodisia,x,,,,,,,
aphrodisiac,x,,,,x,,,
apoplexy,x,,,,,x,,
apparatus,x,,,,x,,,
apparent,,,,,,,,
apparently,,,,,,,,
appear,,,,,,,,
appearance,,,,,,,,
appears,,,,,,,,
appetite,x,,,,,x,,
apple,x,,,,x,,,
application,,,,,,,,x
applied,,,,,,,,x
apply,,,,,,,,
apprentice,,,,x,,,,
approach,,,,,,,,
apricot,x,,,,x,,,
ar,,,,,,,,
ar.30.31,,,,,,,,
ar.41.130,,,,,,,,
ar.41.138,,,,,,,,
ar.41.47,,,,,,,,
ar.41.66,,,,,,,,
ar.41.97,,,,,,,,
ar.42.49,,,,,,,,
ar.42.90,,,,,,,,
ar.42.99,,,,,,,,
ar.43.129,,,,,,,,
ar.43.151,,,,,,,,
ar.43.70,,,,,,,,
ar.44.11,,,,,,,,
arab,,,,,,,,
arabic,,,,,,,,
arachnoid,,,,,,x,,
aramaic,,,,,,,,
archaic,,,,,,,,
archigenes,,,,x,,,,
archiving,,,,,,,,
are,,,,,,,,
area,,,,,,,,
argilla,,,,,x,,,
arguing,,,,,,,,
arise,,,,,,,,
aristolochia,,,,x,,,,
aristotle,,,,x,,,,
arm,,,,,,,x,
armenian,,,,,,,,
armpit,x,,,,,,x,
aromatic,,,,,x,,,
around,,,,,,,,
arranged,,,,,,,,
arrive,,,,,,,,
arsenic,x,,,,x,,,
art,,,,,,,,
artemisia,,,,,x,,,
artery,,,,,,,x,
asafoetida,x,,,,x,,,
ascertain,,,,,,,,
ascetic,x,,,x,,,,
ascites,x,,,,,x,,
ash,x,,,,x,,,
ask,,,,,,,,
asking,,,,,,,,
asks,,,,,,,,
asparagus,x,,,,x,,,
ass,x,,,,,,,
assessment,x,,,,,,,
assistant,,,,,,,,
associated,,,,,,,,
associating,,,,,,,,
asthma,x,,,,,x,,
astral,x,,,,,,,x
astral-medicine,x,,,,,,,x
astringent,x,,,,x,,,
astro-medical,x,,,,,,,x
astrological,x,,,,,,,x
astrological-medical,x,,,,,,,x
astrology,x,,,,,,,x
at,,,,,,,,
atheroma,,,,,,x,,
atonement,,,,,,,,
atrophy,x,,,,,x,,
attack,,,,,,x,,
attend,,,,,,,,
attractive,,,,,,,,
attributed,,,,,,,,
author,,,,,,,,
authored,,,,,,,,
authority,,,,,,,,
authorship,,,,,,,,
autograph,,,,,,,,
autumn,,,,,,,,
av,,,,,,,,
averroes,,,,x,,,,
avicenna,,,,x,,,,
avoid,,,,,,,,
avoiding,,,,,,,,
away,,,,,,,,
awud,,,,,,,,
ayyūb,,,,,,,,
azriel,,,,,,,,
aḥmad,,,,,,,,
b,,,,,,,,
b.,,,,,,,,
b.ʿabbās,,,,,,,,
baby,x,,,,,,x,
babylonian,,,,,,,,
back,x,,,,,,x,
backache,x,,,,,,x,
bad,,,,,,x,,
badly,,,,,,x,,
badr,,,,,,,,
baghdad,,,,,,,,
bakhtīshū,,,,,,,,
baking,,,,,x,,,
balance,x,,,,,,,
balanced,x,,,,,,,x
balancing,x,,,,,,,
baldness,x,,,,,x,,
balm,x,,,,x,,,
balsam,x,,,,x,,,
bamboo,x,,,,x,,,
bandage,x,,,,,,,x
bandaging,x,,,,,,,x
banquet,,,,,,,,
barakāt,,,,,,,,
barcelona,,,,,,,,
barely,x,,,,,,,
bark,x,,,,x,,,
barley,x,,,,x,,,
barley-water,x,,,,x,,,
barren,,,,,,x,,
basal,x,,,,,,,x
base,,,,,x,,,
based,,,,,,,,
basic,,,,,,,,
basil,x,,,,x,,,
basilius,x,,,,x,,,
basmala,,x,,,,,,
basmalas,,x,,,,,,
bath,x,,,,,,,x
bathing,x,,,,,,,x
bayṭār,,,,x,,,,
bdellium,,x,,,x,,,
be,,,,,,,,
bean,x,,,,x,,,
bear,x,,,,,,,
beautifying,x,,,,,,,
beauty,x,,,,,,,
became,,,,,,,,
because,,,,,,,,
bedwetting,x,,,,,x,,
bee,x,,,,x,,,
been,,,,,,,,
beet,x,,,,x,,,
before,,,,,,,,
beget,,,,,,,,
begin,,,,,,,,
beginning,,,,,,,,
behave,,,,,,,,
behaviour,,,,,,,,
behen,,,,,,,,
behind,,,,,,,,
being,,,,,,,,
beirut,,,,,,,,
believed,,,,,,,,
belly,x,,,,,,x,
belong,,,,,,,,
belonging,,,,,,,,
belongs,,,,,,,,
below,,,,,,,,
ben,,,,,,,,
beneath,,,,,,,,
beneficent,,,,,,,,
beneficial,,,,,,,,
benefit,,,,,,,,
benjamin,,,,,,,,
berakhot,,,,,,,,
berber,,,,,,,,
berberi,,,,,,,,x
berberis,,,,,,,,x
bernard,,,,x,,,,
beryl,,,,,x,,,
best,,,,,,,,
bet,,,,,,,,
betel,,,,,x,,,
between,,,,,,,,
beverage,x,,,,,,,
bharūch,,,,,,,,
bible,,,,,,,,
biblical,,,,,,,,
bibliographical,,,,,,,,
bifolia,,,,,,,,
bifolium,,,,,,,,
bile,x,,,,,x,,
bindweed,x,,,,x,,,
bint,,,,,,,,
bird,x,,,,,,,
birth,x,,,,,x,,
bishop,,,,,,,,
bite,x,,,,,x,,
bitten,x,,,,,x,,
bitter,,,,,x,,,
bituminous,x,,,,x,,,
biṣah,,,,,,,,
black,,,,,,,,
bladder,x,,,,,,x,
bleed,x,,,,,x,,
bleeding,x,,,,,x,,
blepharitis,,x,,,,x,,
blessing,,,,,,,,
blindness,x,,,,,x,,
bloating,x,,,,,x,,
blockage,x,,,,,x,,
blocked,x,,,,,x,,
blood,x,,,,,,x,
blood-letting,x,,,,,,,x
bloodletting,x,,,,,,,x
bloodspots,x,,,,,x,,
bloody,x,,,,,x,,
blossom,x,,,,x,,,
blue,,,,,,,,
blurred,x,,,,,x,,
board,,,,,,,,
bodily,x,,,,,,x,
body,x,,,,,,x,
bohairic,,x,,,,,,
boil,x,,,,,x,,
bold,,,,,,,,
bole,,,,,x,,,
bone,x,,,,,,x,
book,,,,,,,,
bookish,,,,,,,,
booklet,,,,,,,,
borage,,,,,x,,,
borage-water,,x,,,x,,,
borax,x,,,,x,,,
border,,,,,,,,
born,x,,,,,,,
bos,,,,,,,,
both,,,,,,,,
bottle,,x,,,,,,
bottom,x,,,,,,,
bowel,x,,,,,,x,
box,x,,,,,,,
box-thorn,x,,,,x,,,
boy,x,,,,,,x,
brain,x,,,,,,x,
bran,x,,,,x,,,
brassica,x,,,,x,,,
brazilwood,x,,,,x,,,
bread,x,,,,x,,,
breakfast,x,,,,,,,x
breast,x,,,,,,x,
breast-feeding,x,,,,,x,,
breast-related,x,,,,,x,,
breath,x,,,,,,x,
breathing,x,,,,,x,,
brevis,,x,,,,,,
bride,,x,,,,,,
brief,,,,,,,,
brightening,,,,,,,,
bringing,,,,,,,,
broad,,,,,,,,
broken,x,,,,,x,,
brother,,,,,,,,
brought,,,,,,,,
brown,,,,,,,,
bubo,x,,,,,x,,
bucket,,,,,,,,
bulaq,,,,,,,,
bulimia,x,,,,,x,,
bulāq,,,,,,,,
burn,x,,,,,x,,
burning,x,,,,,x,,
burnt,x,,,,,x,,
business,,,,,,,,
but,,,,,,,,
butter,x,,,,x,,,
buttock,x,,,,,,x,
buṭlān,,,,x,,,,
by,,,,,,,,
bā,,,,,,,,
bāb,,,,,,,,
bāʾ,,,,,,,,
būlāq,,,,,,,,
c.,,,,,,,,
ca,,,,,,,,
cabbage,x,,,,x,,,
cadmia,x,,,,x,,,
cadmium,x,,,,x,,,
caesar,,,,,,,,x
cairo,,,,,,,,
calculated,,,,,,,,
calculus,,,,,,,,
calendar,,,,,,,,
caliph,,,,,,,,
call,,,,,,,,
called,,,,,,,,
calm,,,,,,,,
calming,,,,,,,,
calx,,,,,x,,,
camomile,x,,,,x,,,
camphor,x,,,,x,,,
can,,,,,,,,
canal,x,,,,,,,
cancer,x,,,,,x,,
candy,x,,,,x,,,
cannabis,x,,,,x,,,
canon,,,,x,,,,
cant,,,,,,,x,
canthus,,x,,,,,x,
capable,,,,,,,,
capacity,,,,,,,,
caraway,x,,,,x,,,
cardamom,x,,,,x,,,
cardamon,x,,,,x,,,
cardinal,,,,,,,,
care,x,,,,,,,x
caries,,,,,,x,,
carminative,,,,,,,,x
carnation,x,,,,x,,,
carob,x,,,,x,,,
carraway,x,,,,x,,,
carried,,,,,,,,
carrot,x,,,,x,,,
carthamus,,x,,,x,,,
cartilage,x,,,,,,x,
case,,,,,,,,
cassia,x,,,,x,,,
cassis,,x,,,x,,,
castor,x,,,,x,,,
castoreum,x,,,,x,,,
cat,x,,,,,,,
cataract,x,,,,,x,,
catch,,,,,,,,
category,,,,,,,,
causation,,x,,,,,,
cause,,x,,,,,,
caused,,x,,,,,,
causing,,x,,,,,,
cauterisation,x,,,,,,,x
cautery,,x,,,,,,x
cava,,x,,,,,x,
cavity,x,,,,,x,,
ce,,,,,,,,
celery,x,,,,x,,,
celery-water,x,,,,x,,,
century,,,,,,,,
cephalic,,x,,,,,x,
cerebral,x,,,,,,x,
certain,,,,,,,,
ceruse,,x,,,x,,,
cfr,,,,,,,,
ch,,,,,,,,
chalk,x,,,,x,,,
challenged,,,,,,,,
chamomile,x,,,,x,,,
chancery,,,,,,,,
change,,,,,,,,
chapter,,,,,,,,
character,,,,,,,,
characteres,,,,,,,,
characterise,,,,,,,,
characterised,,,,,,,,
characteristic,,,,,,,,
chart,,,,,,,,
chebulic,,x,,,x,,,
checked,,,,,,,,
checking,,,,,,,,
cheese,x,,,,x,,,
chemistry,,,,,,,,x
chest,x,,,,,,x,
chestnut,,,,,x,,,
chewing,x,,,,,,x,
chicken,x,,,,x,,,
chickpea,x,,,,x,,,
chicory,x,,,,x,,,
child,x,,,,,,x,
childbirth,x,,,,,x,,
chin,x,,,,,,x,
chinese,,,,,,,,
cholera,x,,,,,x,,
choroid,,x,,,,,x,
christian,,,,,,,,
chronic,x,,,,,x,,
chyme,,,,,,x,,
cicatrisation,,x,,,,x,,
cimolia,,x,,,x,,,
cinnabar,,x,,,x,,,
cinnamon,x,,,,x,,,
circle,,,,,,,,
circular,,,,,,,,
circulation,,,,,,x,,
cissus,,x,,,x,,,
cistus,,x,,,x,,,
citation,,,,,,,,
cite,,,,,,,,
cited,,,,,,,,
citing,,,,,,,,
city,,,,,,,,
claiming,,,,,,,,
clarified,x,,,,,,,
classified,,,,,,,,
classifying,,,,,,,,
clay,x,,,,x,,,
cleaning,x,,,,,,,x
cleanse,x,,,,,,,x
cleansing,x,,,,,,,x
clear,,,,,,,,
clearly,,,,,,,,
climate,,,,,,,,
closing,,,,,,,,
closure,,,,,,,,
cloth,x,,,,,,,
clothing,,,,,,,,
clove,x,,,,x,,,
